GENERIC NAME,DrugBank,KEGG,PubChem,Drugs.com
Fluticasone furoate,https://www.drugbank.ca/drugs/DB08906,http://www.genome.jp/dbget-bin/www_bget?dr:D06315,https://pubchem.ncbi.nlm.nih.gov/substance/175427145#section=Top,http://www.drugs.com/cdi/fluticasone-furoate-spray.html
Canagliflozin,https://www.drugbank.ca/drugs/DB08907,http://www.genome.jp/dbget-bin/www_bget?dr:D09592,https://pubchem.ncbi.nlm.nih.gov/substance/175427146#section=Top,http://www.drugs.com/invokana.html
Dimethyl fumarate,https://www.drugbank.ca/drugs/DB08908,http://www.genome.jp/dbget-bin/www_bget?dr: ,https://pubchem.ncbi.nlm.nih.gov/substance/#section=Top,http://www.drugs.com/cdi/dimethyl-fumarate.html
Glycerol Phenylbutyrate,https://www.drugbank.ca/drugs/DB08909,http://www.genome.jp/dbget-bin/www_bget?dr:D10127,https://pubchem.ncbi.nlm.nih.gov/substance/175427147#section=Top,http://www.drugs.com/cdi/glycerol-phenylbutyrate.html
Pomalidomide,https://www.drugbank.ca/drugs/DB08910,http://www.genome.jp/dbget-bin/www_bget?dr:D08976,https://pubchem.ncbi.nlm.nih.gov/substance/#section=Top,http://www.drugs.com/cdi/pomalidomide.html
Trametinib,https://www.drugbank.ca/drugs/DB08911,http://www.genome.jp/dbget-bin/www_bget?dr:D10175,https://pubchem.ncbi.nlm.nih.gov/substance/175427149#section=Top,http://www.drugs.com/mekinist.html
Dabrafenib,https://www.drugbank.ca/drugs/DB08912,http://www.genome.jp/dbget-bin/www_bget?dr:D10064,https://pubchem.ncbi.nlm.nih.gov/substance/175427150#section=Top,http://www.drugs.com/tafinlar.html
Afatinib,https://www.drugbank.ca/drugs/DB08916,http://www.genome.jp/dbget-bin/www_bget?dr:D09724,https://pubchem.ncbi.nlm.nih.gov/substance/175427153#section=Top,http://www.drugs.com/gilotrif.html
Levomilnacipran,https://www.drugbank.ca/drugs/DB08918,http://www.genome.jp/dbget-bin/www_bget?dr:D10072,https://pubchem.ncbi.nlm.nih.gov/substance/#section=Top,
Perospirone,https://www.drugbank.ca/drugs/DB08922,http://www.genome.jp/dbget-bin/www_bget?dr: ,https://pubchem.ncbi.nlm.nih.gov/substance/#section=Top,
Amfecloral,https://www.drugbank.ca/drugs/DB08924,http://www.genome.jp/dbget-bin/www_bget?dr:D02926,https://pubchem.ncbi.nlm.nih.gov/substance/#section=Top,
Arsthinol,https://www.drugbank.ca/drugs/DB08928,http://www.genome.jp/dbget-bin/www_bget?dr:D07356,https://pubchem.ncbi.nlm.nih.gov/substance/#section=Top,
Dolutegravir,https://www.drugbank.ca/drugs/DB08930,http://www.genome.jp/dbget-bin/www_bget?dr:D10066,https://pubchem.ncbi.nlm.nih.gov/substance/#section=Top,http://www.drugs.com/cdi/dolutegravir.html
Riociguat,https://www.drugbank.ca/drugs/DB08931,http://www.genome.jp/dbget-bin/www_bget?dr:D09572,https://pubchem.ncbi.nlm.nih.gov/substance/#section=Top,http://www.drugs.com/international/riociguat.html
Macitentan,https://www.drugbank.ca/drugs/DB08932,http://www.genome.jp/dbget-bin/www_bget?dr:D10135,https://pubchem.ncbi.nlm.nih.gov/substance/#section=Top,http://www.drugs.com/cons/macitentan.html
Luliconazole,https://www.drugbank.ca/drugs/DB08933,http://www.genome.jp/dbget-bin/www_bget?dr:D01980,https://pubchem.ncbi.nlm.nih.gov/substance/#section=Top,http://www.drugs.com/ingredient/luliconazole.html
Sofosbuvir,https://www.drugbank.ca/drugs/DB08934,http://www.genome.jp/dbget-bin/www_bget?dr:D10366,https://pubchem.ncbi.nlm.nih.gov/substance/#section=Top,http://www.drugs.com/sovaldi.html
Chlorcyclizine,https://www.drugbank.ca/drugs/DB08936,http://www.genome.jp/dbget-bin/www_bget?dr: ,https://pubchem.ncbi.nlm.nih.gov/substance/#section=Top,http://www.drugs.com/international/chlorcyclizine.html
Isoxsuprine,https://www.drugbank.ca/drugs/DB08941,http://www.genome.jp/dbget-bin/www_bget?dr: ,https://pubchem.ncbi.nlm.nih.gov/substance/#section=Top,
Isoconazole,https://www.drugbank.ca/drugs/DB08943,http://www.genome.jp/dbget-bin/www_bget?dr:D04624,https://pubchem.ncbi.nlm.nih.gov/substance/#section=Top,
Isoaminile,https://www.drugbank.ca/drugs/DB08944,http://www.genome.jp/dbget-bin/www_bget?dr:D08088,https://pubchem.ncbi.nlm.nih.gov/substance/#section=Top,
Iopanoic acid,https://www.drugbank.ca/drugs/DB08946,http://www.genome.jp/dbget-bin/www_bget?dr: ,https://pubchem.ncbi.nlm.nih.gov/substance/#section=Top,
Iopamidol,https://www.drugbank.ca/drugs/DB08947,http://www.genome.jp/dbget-bin/www_bget?dr:D01797,https://pubchem.ncbi.nlm.nih.gov/substance/#section=Top,http://www.drugs.com/international/Iopamidol.html
Ifenprodil,https://www.drugbank.ca/drugs/DB08954,http://www.genome.jp/dbget-bin/www_bget?dr:D08064,https://pubchem.ncbi.nlm.nih.gov/substance/#section=Top,http://www.drugs.com/international/ifenprodil.html
Hexoprenaline,https://www.drugbank.ca/drugs/DB08957,http://www.genome.jp/dbget-bin/www_bget?dr: ,https://pubchem.ncbi.nlm.nih.gov/substance/#section=Top,http://www.drugs.com/international/hexoprenaline.html
Hexetidine,https://www.drugbank.ca/drugs/DB08958,http://www.genome.jp/dbget-bin/www_bget?dr:D07068,https://pubchem.ncbi.nlm.nih.gov/substance/#section=Top,http://www.drugs.com/international/Hexetidine.html
Gemeprost,https://www.drugbank.ca/drugs/DB08964,http://www.genome.jp/dbget-bin/www_bget?dr:D02073,https://pubchem.ncbi.nlm.nih.gov/substance/310264927#section=Top,
Fusafungine,https://www.drugbank.ca/drugs/DB08965,http://www.genome.jp/dbget-bin/www_bget?dr: ,https://pubchem.ncbi.nlm.nih.gov/substance/#section=Top,
Fursultiamine,https://www.drugbank.ca/drugs/DB08966,http://www.genome.jp/dbget-bin/www_bget?dr: ,https://pubchem.ncbi.nlm.nih.gov/substance/#section=Top,
Dimetotiazine,https://www.drugbank.ca/drugs/DB08967,http://www.genome.jp/dbget-bin/www_bget?dr: ,https://pubchem.ncbi.nlm.nih.gov/substance/#section=Top,
Fominoben,https://www.drugbank.ca/drugs/DB08968,http://www.genome.jp/dbget-bin/www_bget?dr: ,https://pubchem.ncbi.nlm.nih.gov/substance/310264931#section=Top,
Fluprednidene,https://www.drugbank.ca/drugs/DB08970,http://www.genome.jp/dbget-bin/www_bget?dr: ,https://pubchem.ncbi.nlm.nih.gov/substance/#section=Top,
Fluocortolone,https://www.drugbank.ca/drugs/DB08971,http://www.genome.jp/dbget-bin/www_bget?dr: ,https://pubchem.ncbi.nlm.nih.gov/substance/#section=Top,
Fluclorolone acetonide,https://www.drugbank.ca/drugs/DB08973,http://www.genome.jp/dbget-bin/www_bget?dr: ,https://pubchem.ncbi.nlm.nih.gov/substance/310264936#section=Top,http://www.drugs.com/international/fluclorolone-acetonide.html
Flubendazole,https://www.drugbank.ca/drugs/DB08974,http://www.genome.jp/dbget-bin/www_bget?dr: ,https://pubchem.ncbi.nlm.nih.gov/substance/310264937#section=Top,
Floctafenine,https://www.drugbank.ca/drugs/DB08976,http://www.genome.jp/dbget-bin/www_bget?dr: ,https://pubchem.ncbi.nlm.nih.gov/substance/#section=Top,
Fenspiride,https://www.drugbank.ca/drugs/DB08979,http://www.genome.jp/dbget-bin/www_bget?dr: ,https://pubchem.ncbi.nlm.nih.gov/substance/310264940#section=Top,
Fenbufen,https://www.drugbank.ca/drugs/DB08981,http://www.genome.jp/dbget-bin/www_bget?dr:D01344,https://pubchem.ncbi.nlm.nih.gov/substance/310264942#section=Top,
Etozoline,https://www.drugbank.ca/drugs/DB08982,http://www.genome.jp/dbget-bin/www_bget?dr: ,https://pubchem.ncbi.nlm.nih.gov/substance/#section=Top,
Etofibrate,https://www.drugbank.ca/drugs/DB08983,http://www.genome.jp/dbget-bin/www_bget?dr:D07187,https://pubchem.ncbi.nlm.nih.gov/substance/310264944#section=Top,
Etofenamate,https://www.drugbank.ca/drugs/DB08984,http://www.genome.jp/dbget-bin/www_bget?dr:D04102,https://pubchem.ncbi.nlm.nih.gov/substance/310264945#section=Top,http://www.drugs.com/international/etofenamate.html
Etidocaine,https://www.drugbank.ca/drugs/DB08987,http://www.genome.jp/dbget-bin/www_bget?dr:D04095,https://pubchem.ncbi.nlm.nih.gov/substance/#section=Top,
Eprazinone,https://www.drugbank.ca/drugs/DB08990,http://www.genome.jp/dbget-bin/www_bget?dr:D07902,https://pubchem.ncbi.nlm.nih.gov/substance/#section=Top,http://www.drugs.com/international/eprazinone.html
Epirizole,https://www.drugbank.ca/drugs/DB08991,http://www.genome.jp/dbget-bin/www_bget?dr:D01394,https://pubchem.ncbi.nlm.nih.gov/substance/310264952#section=Top,http://www.drugs.com/international/epirizole.html
Eperisone,https://www.drugbank.ca/drugs/DB08992,http://www.genome.jp/dbget-bin/www_bget?dr:D01671,https://pubchem.ncbi.nlm.nih.gov/substance/#section=Top,http://www.drugs.com/international/eperisone.html
Enviomycin,https://www.drugbank.ca/drugs/DB08993,http://www.genome.jp/dbget-bin/www_bget?dr:D07897,https://pubchem.ncbi.nlm.nih.gov/substance/310264954#section=Top,http://www.drugs.com/international/enviomycin.html
Ditazole,https://www.drugbank.ca/drugs/DB08994,http://www.genome.jp/dbget-bin/www_bget?dr:D07138,https://pubchem.ncbi.nlm.nih.gov/substance/310264955#section=Top,http://www.drugs.com/international/ditazole.html
Diosmin,https://www.drugbank.ca/drugs/DB08995,http://www.genome.jp/dbget-bin/www_bget?dr:D07858,https://pubchem.ncbi.nlm.nih.gov/substance/#section=Top,http://www.drugs.com/international/diosmin.html
Dimetacrine,https://www.drugbank.ca/drugs/DB08996,http://www.genome.jp/dbget-bin/www_bget?dr:D02565,https://pubchem.ncbi.nlm.nih.gov/substance/310264957#section=Top,
Demexiptiline,https://www.drugbank.ca/drugs/DB08998,http://www.genome.jp/dbget-bin/www_bget?dr: ,https://pubchem.ncbi.nlm.nih.gov/substance/310264959#section=Top,
Cyamemazine,https://www.drugbank.ca/drugs/DB09000,http://www.genome.jp/dbget-bin/www_bget?dr:D07307,https://pubchem.ncbi.nlm.nih.gov/substance/#section=Top,http://www.drugs.com/international/cyamemazine.html
Cloperastine,https://www.drugbank.ca/drugs/DB09002,http://www.genome.jp/dbget-bin/www_bget?dr:D03557,https://pubchem.ncbi.nlm.nih.gov/substance/#section=Top,http://www.drugs.com/international/cloperastine.html
Clocapramine,https://www.drugbank.ca/drugs/DB09003,http://www.genome.jp/dbget-bin/www_bget?dr:D07718,https://pubchem.ncbi.nlm.nih.gov/substance/310264963#section=Top,http://www.drugs.com/international/clocapramine.html
Clinofibrate,https://www.drugbank.ca/drugs/DB09006,http://www.genome.jp/dbget-bin/www_bget?dr:D01300,https://pubchem.ncbi.nlm.nih.gov/substance/#section=Top,http://www.drugs.com/international/clinofibrate.html
Cephaloridine,https://www.drugbank.ca/drugs/DB09008,http://www.genome.jp/dbget-bin/www_bget?dr:D01075,https://pubchem.ncbi.nlm.nih.gov/substance/#section=Top,http://www.drugs.com/international/cefaloridine.html
Articaine,https://www.drugbank.ca/drugs/DB09009,http://www.genome.jp/dbget-bin/www_bget?dr:D07468,https://pubchem.ncbi.nlm.nih.gov/substance/#section=Top,http://www.drugs.com/monograph/articaine-hydrochloride.html
Carbazochrome,https://www.drugbank.ca/drugs/DB09012,http://www.genome.jp/dbget-bin/www_bget?dr:D01864,https://pubchem.ncbi.nlm.nih.gov/substance/#section=Top,http://www.drugs.com/international/carbazochrome.html
Captodiame,https://www.drugbank.ca/drugs/DB09014,http://www.genome.jp/dbget-bin/www_bget?dr:D07316,https://pubchem.ncbi.nlm.nih.gov/substance/#section=Top,http://www.drugs.com/international/captodiame.html
Canrenoic acid,https://www.drugbank.ca/drugs/DB09015,http://www.genome.jp/dbget-bin/www_bget?dr: ,https://pubchem.ncbi.nlm.nih.gov/substance/#section=Top,http://www.drugs.com/international/potassium-canrenoate.html
Butriptyline,https://www.drugbank.ca/drugs/DB09016,http://www.genome.jp/dbget-bin/www_bget?dr:D07601,https://pubchem.ncbi.nlm.nih.gov/substance/#section=Top,
Brotizolam,https://www.drugbank.ca/drugs/DB09017,http://www.genome.jp/dbget-bin/www_bget?dr:D01744,https://pubchem.ncbi.nlm.nih.gov/substance/310264974#section=Top,http://www.drugs.com/international/brotizolam.html
Bromopride,https://www.drugbank.ca/drugs/DB09018,http://www.genome.jp/dbget-bin/www_bget?dr:D07101,https://pubchem.ncbi.nlm.nih.gov/substance/310264975#section=Top,http://www.drugs.com/international/bromopride.html
Bromhexine,https://www.drugbank.ca/drugs/DB09019,http://www.genome.jp/dbget-bin/www_bget?dr:D07542,https://pubchem.ncbi.nlm.nih.gov/substance/310264976#section=Top,http://www.drugs.com/international/bromhexine.html
Bisacodyl,https://www.drugbank.ca/drugs/DB09020,http://www.genome.jp/dbget-bin/www_bget?dr:D00245,https://pubchem.ncbi.nlm.nih.gov/substance/310264977#section=Top,http://www.drugs.com/monograph/bisacodyl.html
Benzoctamine,https://www.drugbank.ca/drugs/DB09021,http://www.genome.jp/dbget-bin/www_bget?dr:D03089,https://pubchem.ncbi.nlm.nih.gov/substance/#section=Top,
Aliskiren,https://www.drugbank.ca/drugs/DB09026,http://www.genome.jp/dbget-bin/www_bget?dr:D03208,https://pubchem.ncbi.nlm.nih.gov/substance/310264980#section=Top,http://www.drugs.com/cdi/aliskiren.html
Ledipasvir,https://www.drugbank.ca/drugs/DB09027,http://www.genome.jp/dbget-bin/www_bget?dr:D10442,https://pubchem.ncbi.nlm.nih.gov/substance/310264981#section=Top,http://www.drugs.com/cdi/ledipasvir-and-sofosbuvir.html
Cytisine,https://www.drugbank.ca/drugs/DB09028,http://www.genome.jp/dbget-bin/www_bget?dr:D07770,https://pubchem.ncbi.nlm.nih.gov/substance/310264982#section=Top,http://www.drugs.com/international/cytisine.html
Vorapaxar,https://www.drugbank.ca/drugs/DB09030,http://www.genome.jp/dbget-bin/www_bget?dr:D09766,https://pubchem.ncbi.nlm.nih.gov/substance/310264983#section=Top,http://www.drugs.com/zontivity.html
Miltefosine,https://www.drugbank.ca/drugs/DB09031,http://www.genome.jp/dbget-bin/www_bget?dr:D02494,https://pubchem.ncbi.nlm.nih.gov/substance/310264984#section=Top,http://www.drugs.com/international/miltefosine.html
Suvorexant,https://www.drugbank.ca/drugs/DB09034,http://www.genome.jp/dbget-bin/www_bget?dr:D10082,https://pubchem.ncbi.nlm.nih.gov/substance/310264985#section=Top,http://www.drugs.com/belsomra.html
Empagliflozin,https://www.drugbank.ca/drugs/DB09038,http://www.genome.jp/dbget-bin/www_bget?dr:D10459,https://pubchem.ncbi.nlm.nih.gov/substance/310264986#section=Top,http://www.drugs.com/jardiance.html
Eliglustat,https://www.drugbank.ca/drugs/DB09039,http://www.genome.jp/dbget-bin/www_bget?dr:D09893,https://pubchem.ncbi.nlm.nih.gov/substance/310264987#section=Top,
Efinaconazole,https://www.drugbank.ca/drugs/DB09040,http://www.genome.jp/dbget-bin/www_bget?dr:D10021,https://pubchem.ncbi.nlm.nih.gov/substance/310264988#section=Top,http://www.drugs.com/mtm/efinaconazole-topical.html
Tavaborole,https://www.drugbank.ca/drugs/DB09041,http://www.genome.jp/dbget-bin/www_bget?dr:D10169,https://pubchem.ncbi.nlm.nih.gov/substance/310264989#section=Top,http://www.drugs.com/cdi/tavaborole.html
Tedizolid Phosphate,https://www.drugbank.ca/drugs/DB09042,http://www.genome.jp/dbget-bin/www_bget?dr:D09686,https://pubchem.ncbi.nlm.nih.gov/substance/310264990#section=Top,http://www.drugs.com/sivextro.html
Finafloxacin,https://www.drugbank.ca/drugs/DB09047,http://www.genome.jp/dbget-bin/www_bget?dr:D10575,https://pubchem.ncbi.nlm.nih.gov/substance/310264991#section=Top,
Netupitant,https://www.drugbank.ca/drugs/DB09048,http://www.genome.jp/dbget-bin/www_bget?dr:D10572,https://pubchem.ncbi.nlm.nih.gov/substance/310264992#section=Top,
Naloxegol,https://www.drugbank.ca/drugs/DB09049,http://www.genome.jp/dbget-bin/www_bget?dr:D10479,https://pubchem.ncbi.nlm.nih.gov/substance/310264993#section=Top,http://www.drugs.com/mtm/naloxegol.html
Ceftolozane,https://www.drugbank.ca/drugs/DB09050,http://www.genome.jp/dbget-bin/www_bget?dr:D10097,https://pubchem.ncbi.nlm.nih.gov/substance/310264994#section=Top,
Ibrutinib,https://www.drugbank.ca/drugs/DB09053,http://www.genome.jp/dbget-bin/www_bget?dr:D10223,https://pubchem.ncbi.nlm.nih.gov/substance/310264995#section=Top,http://www.drugs.com/imbruvica.html
Idelalisib,https://www.drugbank.ca/drugs/DB09054,http://www.genome.jp/dbget-bin/www_bget?dr:D10560,https://pubchem.ncbi.nlm.nih.gov/substance/310264996#section=Top,http://www.drugs.com/cdi/idelalisib.html
Avibactam,https://www.drugbank.ca/drugs/DB09060,http://www.genome.jp/dbget-bin/www_bget?dr: ,https://pubchem.ncbi.nlm.nih.gov/substance/#section=Top,http://www.drugs.com/mtm/avibactam-and-ceftazidime.html
Cannabidiol,https://www.drugbank.ca/drugs/DB09061,http://www.genome.jp/dbget-bin/www_bget?dr: ,https://pubchem.ncbi.nlm.nih.gov/substance/#section=Top,
Ceritinib,https://www.drugbank.ca/drugs/DB09063,http://www.genome.jp/dbget-bin/www_bget?dr:D10551,https://pubchem.ncbi.nlm.nih.gov/substance/310264998#section=Top,http://www.drugs.com/mtm/ceritinib.html
Cobicistat,https://www.drugbank.ca/drugs/DB09065,http://www.genome.jp/dbget-bin/www_bget?dr:D09881,https://pubchem.ncbi.nlm.nih.gov/substance/310264999#section=Top,http://www.drugs.com/cdi/cobicistat.html
Vortioxetine,https://www.drugbank.ca/drugs/DB09068,http://www.genome.jp/dbget-bin/www_bget?dr:D10184,https://pubchem.ncbi.nlm.nih.gov/substance/310265001#section=Top,http://www.drugs.com/cdi/vortioxetine.html
Trimetazidine,https://www.drugbank.ca/drugs/DB09069,http://www.genome.jp/dbget-bin/www_bget?dr:D01606,https://pubchem.ncbi.nlm.nih.gov/substance/310265002#section=Top,http://www.drugs.com/international/trimetazidine.html
Tibolone,https://www.drugbank.ca/drugs/DB09070,http://www.genome.jp/dbget-bin/www_bget?dr:D01639,https://pubchem.ncbi.nlm.nih.gov/substance/#section=Top,
Tasimelteon,https://www.drugbank.ca/drugs/DB09071,http://www.genome.jp/dbget-bin/www_bget?dr:D09388,https://pubchem.ncbi.nlm.nih.gov/substance/310265003#section=Top,http://www.drugs.com/cdi/tasimelteon.html
Sodium oxybate,https://www.drugbank.ca/drugs/DB09072,http://www.genome.jp/dbget-bin/www_bget?dr: ,https://pubchem.ncbi.nlm.nih.gov/substance/#section=Top,
Palbociclib,https://www.drugbank.ca/drugs/DB09073,http://www.genome.jp/dbget-bin/www_bget?dr:D10372,https://pubchem.ncbi.nlm.nih.gov/substance/310265004#section=Top,http://www.drugs.com/cdi/palbociclib.html
Olaparib,https://www.drugbank.ca/drugs/DB09074,http://www.genome.jp/dbget-bin/www_bget?dr:D09730,https://pubchem.ncbi.nlm.nih.gov/substance/#section=Top,http://www.drugs.com/cdi/olaparib.html
Edoxaban,https://www.drugbank.ca/drugs/DB09075,http://www.genome.jp/dbget-bin/www_bget?dr:D09546,https://pubchem.ncbi.nlm.nih.gov/substance/310265005#section=Top,http://www.drugs.com/international/edoxaban.html
Umeclidinium,https://www.drugbank.ca/drugs/DB09076,http://www.genome.jp/dbget-bin/www_bget?dr:D10180,https://pubchem.ncbi.nlm.nih.gov/substance/#section=Top,http://www.drugs.com/cons/umeclidinium-inhalation.html
Lenvatinib,https://www.drugbank.ca/drugs/DB09078,http://www.genome.jp/dbget-bin/www_bget?dr:D09920,https://pubchem.ncbi.nlm.nih.gov/substance/310265006#section=Top,http://www.drugs.com/cdi/lenvatinib.html
Nintedanib,https://www.drugbank.ca/drugs/DB09079,http://www.genome.jp/dbget-bin/www_bget?dr:D10481,https://pubchem.ncbi.nlm.nih.gov/substance/310265007#section=Top,http://www.drugs.com/cdi/nintedanib.html
Olodaterol,https://www.drugbank.ca/drugs/DB09080,http://www.genome.jp/dbget-bin/www_bget?dr:D10145,https://pubchem.ncbi.nlm.nih.gov/substance/#section=Top,http://www.drugs.com/cdi/olodaterol.html
Idebenone,https://www.drugbank.ca/drugs/DB09081,http://www.genome.jp/dbget-bin/www_bget?dr:D01750,https://pubchem.ncbi.nlm.nih.gov/substance/#section=Top,https://www.drugs.com/international/idebenone.html
Vilanterol,https://www.drugbank.ca/drugs/DB09082,http://www.genome.jp/dbget-bin/www_bget?dr:D10501,https://pubchem.ncbi.nlm.nih.gov/substance/#section=Top,http://www.drugs.com/breo-ellipta.html
Ivabradine,https://www.drugbank.ca/drugs/DB09083,http://www.genome.jp/dbget-bin/www_bget?dr:D07165,https://pubchem.ncbi.nlm.nih.gov/substance/310265010#section=Top,http://www.drugs.com/international/ivabradine-hydrochloride.html
Benzydamine,https://www.drugbank.ca/drugs/DB09084,http://www.genome.jp/dbget-bin/www_bget?dr: ,https://pubchem.ncbi.nlm.nih.gov/substance/310265011#section=Top,
Tetracaine,https://www.drugbank.ca/drugs/DB09085,http://www.genome.jp/dbget-bin/www_bget?dr:D00551,https://pubchem.ncbi.nlm.nih.gov/substance/310265012#section=Top,https://www.drugs.com/mtm/tetracaine-topical.html
